imslp_title,composer_name,work_title,source_category,instrumentation_category,alternate_instrumentations,url,arrangement_count,arrangers
"La paloma (Yradier, Sebastián)","Yradier, Sebastián",La paloma,For guitar (arr),Solo,,https://imslp.org/wiki/La_paloma_%28Yradier%2C_Sebasti%C3%A1n%29,4,Jacobs | Leloup | Romero | Tárrega
"La pellegrina, Op.1 No.3 (Merula, Tarquinio)","Merula, Tarquinio","La pellegrina, Op.1 No.3",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_pellegrina%2C_Op.1_No.3_%28Merula%2C_Tarquinio%29,1,4 Höger
"La piva, Op.1 No.11 (Merula, Tarquinio)","Merula, Tarquinio","La piva, Op.1 No.11",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_piva%2C_Op.1_No.11_%28Merula%2C_Tarquinio%29,1,4 Höger
"La prison d'Edimbourg (Carafa, Michele)","Carafa, Michele",La prison d'Edimbourg,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_prison_d%27Edimbourg_%28Carafa%2C_Michele%29,0,
"La prière d'une vierge, Op.4 (Bądarzewska-Baranowska, Tekla)","Bądarzewska-Baranowska, Tekla","La prière d'une vierge, Op.4",For guitar (arr),Solo,,https://imslp.org/wiki/La_pri%C3%A8re_d%27une_vierge%2C_Op.4_%28B%C4%85darzewska-Baranowska%2C_Tekla%29,1,Hayden
"La prova di un’opera seria (Gnecco, Francesco)","Gnecco, Francesco",La prova di un’opera seria,For guitar (arr),Solo,,https://imslp.org/wiki/La_prova_di_un%E2%80%99opera_seria_%28Gnecco%2C_Francesco%29,1,Damas
"La que tengo no es prision (Torre, Francisco de la)","Torre, Francisco de la",La que tengo no es prision,For 3 guitars (arr),Trio,,https://imslp.org/wiki/La_que_tengo_no_es_prision_%28Torre%2C_Francisco_de_la%29,1,3 Höger
"La rovattina (Banchieri, Adriano)","Banchieri, Adriano",La rovattina,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/La_rovattina_%28Banchieri%2C_Adriano%29,1,4 Höger
"La rubia de los lunares (Yradier, Sebastián)","Yradier, Sebastián",La rubia de los lunares,For guitar (arr),Solo,Duo,https://imslp.org/wiki/La_rubia_de_los_lunares_%28Yradier%2C_Sebasti%C3%A1n%29,2,2 Arcas | Arcas
"La serenata (Braga, Gaetano)","Braga, Gaetano",La serenata,For guitar (arr),Solo,,https://imslp.org/wiki/La_serenata_%28Braga%2C_Gaetano%29,1,Biagi
"La sol fa re mi (Piochi, Cristoforo)","Piochi, Cristoforo",La sol fa re mi,For 2 guitars (arr),Duo,,https://imslp.org/wiki/La_sol_fa_re_mi_%28Piochi%2C_Cristoforo%29,1,2 Höger
"La sorcière des champs (Larsonneur, Charles)","Larsonneur, Charles",La sorcière des champs,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_sorci%C3%A8re_des_champs_%28Larsonneur%2C_Charles%29,0,
"La souris, f.21v (Le Roy, Adrien)","Le Roy, Adrien","La souris, f.21v",For guitar (arr),Solo,,https://imslp.org/wiki/La_souris%2C_f.21v_%28Le_Roy%2C_Adrien%29,2,Apke | Marieh
"La sérénade (Métra, Olivier)","Métra, Olivier",La sérénade,For guitar (arr),Solo,,https://imslp.org/wiki/La_s%C3%A9r%C3%A9nade_%28M%C3%A9tra%2C_Olivier%29,0,
"La terre les eaux va buvant (Costeley, Guillaume)","Costeley, Guillaume",La terre les eaux va buvant,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_terre_les_eaux_va_buvant_%28Costeley%2C_Guillaume%29,0,
"La tintalore, f.21r (Le Roy, Adrien)","Le Roy, Adrien","La tintalore, f.21r",For guitar (arr),Solo,,https://imslp.org/wiki/La_tintalore%2C_f.21r_%28Le_Roy%2C_Adrien%29,2,Apke | Marieh
"La tirantine, f.22v (Le Roy, Adrien)","Le Roy, Adrien","La tirantine, f.22v",For guitar (arr),Solo,,https://imslp.org/wiki/La_tirantine%2C_f.22v_%28Le_Roy%2C_Adrien%29,2,Apke | Marieh
"La traviata (Verdi, Giuseppe)","Verdi, Giuseppe",La traviata,For guitar (arr),Solo,Duo,https://imslp.org/wiki/La_traviata_%28Verdi%2C_Giuseppe%29,2,Razzetti | 2 Santisteban
"La vestale (Spontini, Gaspare)","Spontini, Gaspare",La vestale,For guitar (arr),Solo,Duo | Guitar and Piano,https://imslp.org/wiki/La_vestale_%28Spontini%2C_Gaspare%29,2,2 Giuliani | Giuliani
"La viejecita (Caballero, Manuel Fernandez)","Caballero, Manuel Fernandez",La viejecita,For guitar (arr),Solo,,https://imslp.org/wiki/La_viejecita_%28Caballero%2C_Manuel_Fernandez%29,1,Tárrega
"La voix qui dit: je t'aime (Malibrán, María)","Malibrán, María",La voix qui dit: je t'aime,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/La_voix_qui_dit%3A_je_t%27aime_%28Malibr%C3%A1n%2C_Mar%C3%ADa%29,0,
"La vuelta al mundo (Barbieri, Francisco Asenjo)","Barbieri, Francisco Asenjo",La vuelta al mundo,For guitar (arr),Solo,,https://imslp.org/wiki/La_vuelta_al_mundo_%28Barbieri%2C_Francisco_Asenjo%29,1,Campo y Castro
"Lachrimae, or Seven Tears (Dowland, John)","Dowland, John","Lachrimae, or Seven Tears",For guitar (arr),Solo,Duo,https://imslp.org/wiki/Lachrimae%2C_or_Seven_Tears_%28Dowland%2C_John%29,2,2 Höger | Hokin
"Lady Leighton's Almain (Dowland, John)","Dowland, John",Lady Leighton's Almain,For guitar (arr),Solo,,https://imslp.org/wiki/Lady_Leighton%27s_Almain_%28Dowland%2C_John%29,1,Apke
"Lady Montegle's Paven, FVB 294 (Byrd, William)","Byrd, William","Lady Montegle's Paven, FVB 294",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Lady_Montegle%27s_Paven%2C_FVB_294_%28Byrd%2C_William%29,1,2 Höger
"Lady Rich's Galliard (Dowland, John)","Dowland, John",Lady Rich's Galliard,For guitar (arr),Solo,,https://imslp.org/wiki/Lady_Rich%27s_Galliard_%28Dowland%2C_John%29,1,Marieh
"Lamora Isaac (Neusiedler, Hans)","Neusiedler, Hans",Lamora Isaac,For guitar (arr),Solo,,https://imslp.org/wiki/Lamora_Isaac_%28Neusiedler%2C_Hans%29,1,Nesyba
"Lantururu (Sanz, Gaspar)","Sanz, Gaspar",Lantururu,For guitar (arr),Solo,,https://imslp.org/wiki/Lantururu_%28Sanz%2C_Gaspar%29,1,Apke
"Largo in D minor (Valeri, Gaetano)","Valeri, Gaetano",Largo in D minor,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Largo_in_D_minor_%28Valeri%2C_Gaetano%29,1,2 Höger
"Las bodas de Helena (Sauter, Louis)","Sauter, Louis",Las bodas de Helena,For guitar (arr),Solo,,https://imslp.org/wiki/Las_bodas_de_Helena_%28Sauter%2C_Louis%29,0,
"Las elegantes de Madrid (Kontski, Anton de)","Kontski, Anton de",Las elegantes de Madrid,For guitar (arr),Solo,,https://imslp.org/wiki/Las_elegantes_de_Madrid_%28Kontski%2C_Anton_de%29,1,Parreño
"Las nueve de la noche (Fernández Caballero, Manuel)","Fernández Caballero, Manuel",Las nueve de la noche,For guitar (arr),Solo,,https://imslp.org/wiki/Las_nueve_de_la_noche_%28Fern%C3%A1ndez_Caballero%2C_Manuel%29,1,Damas
"Las voules vous (Schmid I, Bernhard)","Schmid I, Bernhard",Las voules vous,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Las_voules_vous_%28Schmid_I%2C_Bernhard%29,1,2 Höger
"Las voules vous, LV 36 (Lassus, Orlande de)","Lassus, Orlande de","Las voules vous, LV 36",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Las_voules_vous%2C_LV_36_%28Lassus%2C_Orlande_de%29,1,4 Höger
"Laudate Dominum omnes gentes (Hassler, Hans Leo)","Hassler, Hans Leo",Laudate Dominum omnes gentes,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Laudate_Dominum_omnes_gentes_%28Hassler%2C_Hans_Leo%29,1,4 Höger
"Laudate pueri Dominum, T 10 (Byrd, William)","Byrd, William","Laudate pueri Dominum, T 10",For 3 guitars (arr),Trio,,https://imslp.org/wiki/Laudate_pueri_Dominum%2C_T_10_%28Byrd%2C_William%29,1,3 Höger
"Lautentabulatur Manuscript, D-B SA 4060 (Losy, Jan Antonín)","Losy, Jan Antonín","Lautentabulatur Manuscript, D-B SA 4060",For guitar (arr),Solo,,https://imslp.org/wiki/Lautentabulatur_Manuscript%2C_D-B_SA_4060_%28Losy%2C_Jan_Anton%C3%ADn%29,1,Burghausen
"Le Souvenir (Barbiere, Joseph)","Barbiere, Joseph",Le Souvenir,For guitar (arr),Solo,,https://imslp.org/wiki/Le_Souvenir_%28Barbiere%2C_Joseph%29,1,Parsons
"Le banjo, Op.15 (Gottschalk, Louis Moreau)","Gottschalk, Louis Moreau","Le banjo, Op.15",For guitar (arr),Solo,,https://imslp.org/wiki/Le_banjo%2C_Op.15_%28Gottschalk%2C_Louis_Moreau%29,0,
"Le berger fidèle (Farrenc, Louise)","Farrenc, Louise",Le berger fidèle,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Le_berger_fid%C3%A8le_%28Farrenc%2C_Louise%29,0,
"Le bon temps (Abadie, Louis)","Abadie, Louis",Le bon temps,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Le_bon_temps_%28Abadie%2C_Louis%29,0,
"Le bonheur des champs (Anson, Antoni)","Anson, Antoni",Le bonheur des champs,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Le_bonheur_des_champs_%28Anson%2C_Antoni%29,0,
"Le bouquetier, Op.151 (Diabelli, Anton)","Diabelli, Anton","Le bouquetier, Op.151",For guitar (arr),Solo,,https://imslp.org/wiki/Le_bouquetier%2C_Op.151_%28Diabelli%2C_Anton%29,1,Cimadevilla
"Le calife de Bagdad (Boieldieu, François Adrien)","Boieldieu, François Adrien",Le calife de Bagdad,For guitar (arr),Solo,Duo,https://imslp.org/wiki/Le_calife_de_Bagdad_%28Boieldieu%2C_Fran%C3%A7ois_Adrien%29,3,2 Plouvier | Fossa | Sychra
"Le carnaval de Venise, Op.18 (Ernst, Heinrich Wilhelm)","Ernst, Heinrich Wilhelm","Le carnaval de Venise, Op.18","For guitar, piano (arr)",Guitar and Piano,,https://imslp.org/wiki/Le_carnaval_de_Venise%2C_Op.18_%28Ernst%2C_Heinrich_Wilhelm%29,0,
"Le carnaval du galopin (Marquerie, Auguste)","Marquerie, Auguste",Le carnaval du galopin,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Le_carnaval_du_galopin_%28Marquerie%2C_Auguste%29,0,
"Le chasseur de chamois (Marmontel, Antoine François)","Marmontel, Antoine François",Le chasseur de chamois,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Le_chasseur_de_chamois_%28Marmontel%2C_Antoine_Fran%C3%A7ois%29,0,
"Le chasseur et la laitière (Puget, Loïsa)","Puget, Loïsa",Le chasseur et la laitière,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Le_chasseur_et_la_laiti%C3%A8re_%28Puget%2C_Lo%C3%AFsa%29,0,
"Le clocher de mon village (Puget, Loïsa)","Puget, Loïsa",Le clocher de mon village,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Le_clocher_de_mon_village_%28Puget%2C_Lo%C3%AFsa%29,0,
"Le coeur la suit et mon oeil la regrete (Ghiselin, Johannes)","Ghiselin, Johannes",Le coeur la suit et mon oeil la regrete,For 3 guitars (arr),Trio,,https://imslp.org/wiki/Le_coeur_la_suit_et_mon_oeil_la_regrete_%28Ghiselin%2C_Johannes%29,1,3 Höger
"Le coucou (Daquin, Louis-Claude)","Daquin, Louis-Claude",Le coucou,For guitar (arr),Solo,,https://imslp.org/wiki/Le_coucou_%28Daquin%2C_Louis-Claude%29,1,Apke
"Le desproveu infortune (Spinacino, Francesco)","Spinacino, Francesco",Le desproveu infortune,For guitar (arr),Solo,,https://imslp.org/wiki/Le_desproveu_infortune_%28Spinacino%2C_Francesco%29,1,Gürtler
"Le dieu et la bayadère (Auber, Daniel François Esprit)","Auber, Daniel François Esprit",Le dieu et la bayadère,For guitar (arr),Solo,,https://imslp.org/wiki/Le_dieu_et_la_bayad%C3%A8re_%28Auber%2C_Daniel_Fran%C3%A7ois_Esprit%29,1,Weiland
"Le domino noir (Auber, Daniel François Esprit)","Auber, Daniel François Esprit",Le domino noir,For guitar (arr),Solo,,https://imslp.org/wiki/Le_domino_noir_%28Auber%2C_Daniel_Fran%C3%A7ois_Esprit%29,1,Damas
"Le huron (Grétry, André Ernest Modeste)","Grétry, André Ernest Modeste",Le huron,For guitar (arr),Solo,,https://imslp.org/wiki/Le_huron_%28Gr%C3%A9try%2C_Andr%C3%A9_Ernest_Modeste%29,1,Carpentras
"Le jeune Henri (Méhul, Etienne Nicolas)","Méhul, Etienne Nicolas",Le jeune Henri,For guitar (arr),Solo,Duo,https://imslp.org/wiki/Le_jeune_Henri_%28M%C3%A9hul%2C_Etienne_Nicolas%29,3,2 Dunst | Calegari | Carpentras
"Le nozze di Figaro, K.492 (Mozart, Wolfgang Amadeus)","Mozart, Wolfgang Amadeus","Le nozze di Figaro, K.492",For guitar (arr),Solo,Guitar and Voice,https://imslp.org/wiki/Le_nozze_di_Figaro%2C_K.492_%28Mozart%2C_Wolfgang_Amadeus%29,1,Hokin
"Le papillon, Op.50 (Giuliani, Mauro)","Giuliani, Mauro","Le papillon, Op.50",For guitar (arr),Solo,,https://imslp.org/wiki/Le_papillon%2C_Op.50_%28Giuliani%2C_Mauro%29,1,León Egea
"Le perruquier de la régence (Thomas, Ambroise)","Thomas, Ambroise",Le perruquier de la régence,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Le_perruquier_de_la_r%C3%A9gence_%28Thomas%2C_Ambroise%29,0,
"Le petit gentilhomme, f.23r (Le Roy, Adrien)","Le Roy, Adrien","Le petit gentilhomme, f.23r",For guitar (arr),Solo,Duo,https://imslp.org/wiki/Le_petit_gentilhomme%2C_f.23r_%28Le_Roy%2C_Adrien%29,3,2 Marieh | Apke | Marieh
"Le prophète (Meyerbeer, Giacomo)","Meyerbeer, Giacomo",Le prophète,For guitar (arr),Solo,,https://imslp.org/wiki/Le_proph%C3%A8te_%28Meyerbeer%2C_Giacomo%29,0,
"Le siège de Corinthe (Rossini, Gioachino)","Rossini, Gioachino",Le siège de Corinthe,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Le_si%C3%A8ge_de_Corinthe_%28Rossini%2C_Gioachino%29,1,2 Giuliani
"Le solitaire (Carafa, Michele)","Carafa, Michele",Le solitaire,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Le_solitaire_%28Carafa%2C_Michele%29,0,
"Le temps des cerises (Renard, Antoine)","Renard, Antoine",Le temps des cerises,For guitar (arr),Solo,,https://imslp.org/wiki/Le_temps_des_cerises_%28Renard%2C_Antoine%29,1,Alink
"Le tre nozze (Alary, Giulio)","Alary, Giulio",Le tre nozze,For guitar (arr),Solo,,https://imslp.org/wiki/Le_tre_nozze_%28Alary%2C_Giulio%29,0,
"Le tue guancie (Artusi, Giovanni)","Artusi, Giovanni",Le tue guancie,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Le_tue_guancie_%28Artusi%2C_Giovanni%29,1,4 Höger
"Le voyage de MM. Dunanan père et fils (Offenbach, Jacques)","Offenbach, Jacques",Le voyage de MM. Dunanan père et fils,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Le_voyage_de_MM._Dunanan_p%C3%A8re_et_fils_%28Offenbach%2C_Jacques%29,0,
"Le vray amy, LV 158 (Lassus, Orlande de)","Lassus, Orlande de","Le vray amy, LV 158",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Le_vray_amy%2C_LV_158_%28Lassus%2C_Orlande_de%29,1,4 Höger
"Lejana Tierra Mia (Gardel, Carlos)","Gardel, Carlos",Lejana Tierra Mia,For guitar (arr),Solo,,https://imslp.org/wiki/Lejana_Tierra_Mia_%28Gardel%2C_Carlos%29,1,Manger
"Lejos de Ti (Perlado, Pablo de Miguel)","Perlado, Pablo de Miguel",Lejos de Ti,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Lejos_de_Ti_%28Perlado%2C_Pablo_de_Miguel%29,0,
"Lejos del bien amado, Op.37 (Metallo, Gerardo)","Metallo, Gerardo","Lejos del bien amado, Op.37",For guitar (arr),Solo,,https://imslp.org/wiki/Lejos_del_bien_amado%2C_Op.37_%28Metallo%2C_Gerardo%29,0,
"Les Boréades, RCT 31 (Rameau, Jean-Philippe)","Rameau, Jean-Philippe","Les Boréades, RCT 31",For guitar (arr),Solo,,https://imslp.org/wiki/Les_Bor%C3%A9ades%2C_RCT_31_%28Rameau%2C_Jean-Philippe%29,1,Chakravorty
"Les Huguenots (Meyerbeer, Giacomo)","Meyerbeer, Giacomo",Les Huguenots,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Les_Huguenots_%28Meyerbeer%2C_Giacomo%29,0,
"Les Noces de Chounette IV, Op.96 (Sauter, Louis)","Sauter, Louis","Les Noces de Chounette IV, Op.96",For guitar (arr),Solo,,https://imslp.org/wiki/Les_Noces_de_Chounette_IV%2C_Op.96_%28Sauter%2C_Louis%29,0,
"Les Ramages (Campion, François)","Campion, François",Les Ramages,For guitar (arr),Solo,,https://imslp.org/wiki/Les_Ramages_%28Campion%2C_Fran%C3%A7ois%29,1,Marieh
"Les Soupirs (Campion, François)","Campion, François",Les Soupirs,For guitar (arr),Solo,,https://imslp.org/wiki/Les_Soupirs_%28Campion%2C_Fran%C3%A7ois%29,1,Marieh
"Les barricades mystérieuses (Couperin, François)","Couperin, François",Les barricades mystérieuses,For guitar (arr),Solo,,https://imslp.org/wiki/Les_barricades_myst%C3%A9rieuses_%28Couperin%2C_Fran%C3%A7ois%29,1,Smirnow
"Les bohémiens de Paris (Artus, Amédée)","Artus, Amédée",Les bohémiens de Paris,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Les_boh%C3%A9miens_de_Paris_%28Artus%2C_Am%C3%A9d%C3%A9e%29,0,
"Les chants de ma Provence (Puget, Loïsa)","Puget, Loïsa",Les chants de ma Provence,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Les_chants_de_ma_Provence_%28Puget%2C_Lo%C3%AFsa%29,0,
"Les cheveux gris (Lagoanère, Chevalier de)","Lagoanère, Chevalier de",Les cheveux gris,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Les_cheveux_gris_%28Lagoan%C3%A8re%2C_Chevalier_de%29,0,
"Les citadines (Darondeau, Henri)","Darondeau, Henri",Les citadines,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Les_citadines_%28Darondeau%2C_Henri%29,0,
"Les contes d'Hoffmann (Offenbach, Jacques)","Offenbach, Jacques",Les contes d'Hoffmann,For guitar (arr),Solo,,https://imslp.org/wiki/Les_contes_d%27Hoffmann_%28Offenbach%2C_Jacques%29,1,Henze
"Les pantins dansent (Satie, Erik)","Satie, Erik",Les pantins dansent,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Les_pantins_dansent_%28Satie%2C_Erik%29,1,2 Goldau
"Les petits riens, K.Anh.10/299b (Mozart, Wolfgang Amadeus)","Mozart, Wolfgang Amadeus","Les petits riens, K.Anh.10/299b",For 3 guitars (arr),Trio,,https://imslp.org/wiki/Les_petits_riens%2C_K.Anh.10/299b_%28Mozart%2C_Wolfgang_Amadeus%29,1,3 Marieh
"Les yeux bleus (Arnaud, Étienne)","Arnaud, Étienne",Les yeux bleus,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Les_yeux_bleus_%28Arnaud%2C_%C3%89tienne%29,0,
"Lesson in D minor (Pepusch, John Christopher)","Pepusch, John Christopher",Lesson in D minor,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Lesson_in_D_minor_%28Pepusch%2C_John_Christopher%29,1,2 Höger
"Lessons for the Harpsichord or Spinet (Loeillet, John)","Loeillet, John",Lessons for the Harpsichord or Spinet,For guitar (arr),Solo,Duo,https://imslp.org/wiki/Lessons_for_the_Harpsichord_or_Spinet_%28Loeillet%2C_John%29,2,2 Ludenhoff | Ossovskiy
"Let There be a Day (Aleshina, Zhanna)","Aleshina, Zhanna",Let There be a Day,For guitar (arr),Solo,,https://imslp.org/wiki/Let_There_be_a_Day_%28Aleshina%2C_Zhanna%29,1,Ludenhoff
"Let the Dead and the Beautiful Rest (Martin, Samuel Wesley)","Martin, Samuel Wesley",Let the Dead and the Beautiful Rest,For guitar (arr),Solo,,https://imslp.org/wiki/Let_the_Dead_and_the_Beautiful_Rest_%28Martin%2C_Samuel_Wesley%29,1,Hayden
"Leyenda de España (Barrios Mangoré, Agustín)","Barrios Mangoré, Agustín",Leyenda de España,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Leyenda_de_Espa%C3%B1a_%28Barrios_Mangor%C3%A9%2C_Agust%C3%ADn%29,1,4 Thorlaksson
"Libella, Op.68 (Reissiger, Carl Gottlieb)","Reissiger, Carl Gottlieb","Libella, Op.68","For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Libella%2C_Op.68_%28Reissiger%2C_Carl_Gottlieb%29,0,
"Libellules, Op.24 (Chaminade, Cécile)","Chaminade, Cécile","Libellules, Op.24",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Libellules%2C_Op.24_%28Chaminade%2C_C%C3%A9cile%29,1,2 Höger
"Libro Primo Di Chitarra Spagnola (Bartolotti, Angelo Michele)","Bartolotti, Angelo Michele",Libro Primo Di Chitarra Spagnola,For guitar (arr),Solo,,https://imslp.org/wiki/Libro_Primo_Di_Chitarra_Spagnola_%28Bartolotti%2C_Angelo_Michele%29,1,Burghausen
"Libro d'intavolatura di liuto (Galilei, Vincenzo)","Galilei, Vincenzo",Libro d'intavolatura di liuto,For guitar (arr),Solo,,https://imslp.org/wiki/Libro_d%27intavolatura_di_liuto_%28Galilei%2C_Vincenzo%29,1,Beuming
"Libro de Música de Vihuela de mano (Milán, Luis)","Milán, Luis",Libro de Música de Vihuela de mano,For guitar (arr),Solo,,https://imslp.org/wiki/Libro_de_M%C3%BAsica_de_Vihuela_de_mano_%28Mil%C3%A1n%2C_Luis%29,2,Knuth | Nesyba
"Lidia miri Narciso (Ingegneri, Marc Antonio)","Ingegneri, Marc Antonio",Lidia miri Narciso,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Lidia_miri_Narciso_%28Ingegneri%2C_Marc_Antonio%29,1,4 Höger
"Lieb ist subtil fuert gferlich spil (Neusiedler, Hans)","Neusiedler, Hans",Lieb ist subtil fuert gferlich spil,For guitar (arr),Solo,,https://imslp.org/wiki/Lieb_ist_subtil_fuert_gferlich_spil_%28Neusiedler%2C_Hans%29,1,Nesyba
"Liebes Mädchen hör mir zu, Hob.XXVIa:D1 (Haydn, Joseph)","Haydn, Joseph","Liebes Mädchen hör mir zu, Hob.XXVIa:D1",For guitar (arr),Solo,,https://imslp.org/wiki/Liebes_M%C3%A4dchen_h%C3%B6r_mir_zu%2C_Hob.XXVIa%3AD1_%28Haydn%2C_Joseph%29,1,Alink
"Liebesfeste, Op.27 (Niewiadomski, Stanisław)","Niewiadomski, Stanisław","Liebesfeste, Op.27",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Liebesfeste%2C_Op.27_%28Niewiadomski%2C_Stanis%C5%82aw%29,1,2 Höger
"Liebesträume, S.541 (Liszt, Franz)","Liszt, Franz","Liebesträume, S.541",For guitar (arr),Solo,,https://imslp.org/wiki/Liebestr%C3%A4ume%2C_S.541_%28Liszt%2C_Franz%29,3,León Egea | Jokela | Apke
"Liebs meidlin gut / was hast im mut (Neusiedler, Hans)","Neusiedler, Hans",Liebs meidlin gut / was hast im mut,For guitar (arr),Solo,,https://imslp.org/wiki/Liebs_meidlin_gut_/_was_hast_im_mut_%28Neusiedler%2C_Hans%29,1,Nesyba
"Lieder ohne Worte, Op.102 (Mendelssohn, Felix)","Mendelssohn, Felix","Lieder ohne Worte, Op.102",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Lieder_ohne_Worte%2C_Op.102_%28Mendelssohn%2C_Felix%29,1,4 Höger
"Lieder ohne Worte, Op.19b (Mendelssohn, Felix)","Mendelssohn, Felix","Lieder ohne Worte, Op.19b",For guitar (arr),Solo,Trio,https://imslp.org/wiki/Lieder_ohne_Worte%2C_Op.19b_%28Mendelssohn%2C_Felix%29,3,3 Lopes | Jaksch | Tárrega
"Lieder ohne Worte, Op.30 (Mendelssohn, Felix)","Mendelssohn, Felix","Lieder ohne Worte, Op.30",For guitar (arr),Solo,Quartet,https://imslp.org/wiki/Lieder_ohne_Worte%2C_Op.30_%28Mendelssohn%2C_Felix%29,3,Llobet | Tárrega | 4 Lopes
"Lieder ohne Worte, Op.53 (Mendelssohn, Felix)","Mendelssohn, Felix","Lieder ohne Worte, Op.53",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Lieder_ohne_Worte%2C_Op.53_%28Mendelssohn%2C_Felix%29,1,2 Llobet
"Lieder ohne Worte, Op.62 (Mendelssohn, Felix)","Mendelssohn, Felix","Lieder ohne Worte, Op.62",For guitar (arr),Solo,Duo,https://imslp.org/wiki/Lieder_ohne_Worte%2C_Op.62_%28Mendelssohn%2C_Felix%29,4,2 Llobet | Foden | Janon | Rodríguez Arenas
"Lieder ohne Worte, Op.85 (Mendelssohn, Felix)","Mendelssohn, Felix","Lieder ohne Worte, Op.85",For guitar (arr),Solo,,https://imslp.org/wiki/Lieder_ohne_Worte%2C_Op.85_%28Mendelssohn%2C_Felix%29,1,Llobet
