imslp_title,composer_name,work_title,source_category,instrumentation_category,alternate_instrumentations,url,arrangement_count,arrangers
"Canzona 3 (Merulo, Claudio)","Merulo, Claudio",Canzona 3,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzona_3_%28Merulo%2C_Claudio%29,1,4 Höger
"Canzona 5 (Merulo, Claudio)","Merulo, Claudio",Canzona 5,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzona_5_%28Merulo%2C_Claudio%29,1,4 Höger
"Canzona Francese (Milano, Francesco da)","Milano, Francesco da",Canzona Francese,For guitar (arr),Solo,,https://imslp.org/wiki/Canzona_Francese_%28Milano%2C_Francesco_da%29,1,Beuming
"Canzona La Foccara (Bramieri, Claudio)","Bramieri, Claudio",Canzona La Foccara,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzona_La_Foccara_%28Bramieri%2C_Claudio%29,1,4 Höger
"Canzona La novella (Cima, Giovanni Andrea)","Cima, Giovanni Andrea",Canzona La novella,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzona_La_novella_%28Cima%2C_Giovanni_Andrea%29,1,2 Höger
"Canzona No.5 in C major (Kerll, Johann Caspar)","Kerll, Johann Caspar",Canzona No.5 in C major,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzona_No.5_in_C_major_%28Kerll%2C_Johann_Caspar%29,1,2 Höger
"Canzona ariosa (Gabrieli, Andrea)","Gabrieli, Andrea",Canzona ariosa,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzona_ariosa_%28Gabrieli%2C_Andrea%29,1,2 Höger
"Canzona decima 'La Feliciana' (Bianciardi, Francesco)","Bianciardi, Francesco",Canzona decima 'La Feliciana',For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzona_decima_%27La_Feliciana%27_%28Bianciardi%2C_Francesco%29,1,2 Höger
"Canzona franzesa Prima (Trabaci, Giovanni Maria)","Trabaci, Giovanni Maria",Canzona franzesa Prima,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzona_franzesa_Prima_%28Trabaci%2C_Giovanni_Maria%29,1,4 Höger
"Canzona franzesa Quarta (Trabaci, Giovanni Maria)","Trabaci, Giovanni Maria",Canzona franzesa Quarta,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzona_franzesa_Quarta_%28Trabaci%2C_Giovanni_Maria%29,1,4 Höger
"Canzona franzesa Seconda (Trabaci, Giovanni Maria)","Trabaci, Giovanni Maria",Canzona franzesa Seconda,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzona_franzesa_Seconda_%28Trabaci%2C_Giovanni_Maria%29,1,4 Höger
"Canzona franzesa Settima cromatica (Trabaci, Giovanni Maria)","Trabaci, Giovanni Maria",Canzona franzesa Settima cromatica,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzona_franzesa_Settima_cromatica_%28Trabaci%2C_Giovanni_Maria%29,1,2 Höger
"Canzona franzesa Terza (Trabaci, Giovanni Maria)","Trabaci, Giovanni Maria",Canzona franzesa Terza,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzona_franzesa_Terza_%28Trabaci%2C_Giovanni_Maria%29,1,4 Höger
"Canzona in A minor, FbWV 306 (Froberger, Johann Jacob)","Froberger, Johann Jacob","Canzona in A minor, FbWV 306",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzona_in_A_minor%2C_FbWV_306_%28Froberger%2C_Johann_Jacob%29,1,4 Höger
"Canzona in C major (Kerll, Johann Caspar)","Kerll, Johann Caspar",Canzona in C major,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzona_in_C_major_%28Kerll%2C_Johann_Caspar%29,1,4 Höger
"Canzona in C major (Techelmann, Franz Matthias)","Techelmann, Franz Matthias",Canzona in C major,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzona_in_C_major_%28Techelmann%2C_Franz_Matthias%29,1,4 Höger
"Canzona in C major (Zipoli, Domenico)","Zipoli, Domenico",Canzona in C major,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzona_in_C_major_%28Zipoli%2C_Domenico%29,1,4 Höger
"Canzona in C major, BuxWV 166 (Buxtehude, Dietrich)","Buxtehude, Dietrich","Canzona in C major, BuxWV 166",For 3 guitars (arr),Trio,,https://imslp.org/wiki/Canzona_in_C_major%2C_BuxWV_166_%28Buxtehude%2C_Dietrich%29,1,3 Höger
"Canzona in D minor (Kerll, Johann Caspar)","Kerll, Johann Caspar",Canzona in D minor,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzona_in_D_minor_%28Kerll%2C_Johann_Caspar%29,1,2 Höger
"Canzona in D minor (Zipoli, Domenico)","Zipoli, Domenico",Canzona in D minor,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzona_in_D_minor_%28Zipoli%2C_Domenico%29,1,4 Höger
"Canzona in D minor, FbWV 301 (Froberger, Johann Jacob)","Froberger, Johann Jacob","Canzona in D minor, FbWV 301",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzona_in_D_minor%2C_FbWV_301_%28Froberger%2C_Johann_Jacob%29,1,4 Höger
"Canzona in E minor (Kerll, Johann Caspar)","Kerll, Johann Caspar",Canzona in E minor,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzona_in_E_minor_%28Kerll%2C_Johann_Caspar%29,1,2 Höger
"Canzona in E minor (Zipoli, Domenico)","Zipoli, Domenico",Canzona in E minor,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzona_in_E_minor_%28Zipoli%2C_Domenico%29,1,2 Höger
"Canzona in F major (Franzoni, Amante)","Franzoni, Amante",Canzona in F major,For 3 guitars (arr),Trio,,https://imslp.org/wiki/Canzona_in_F_major_%28Franzoni%2C_Amante%29,1,3 Höger
"Canzona in G major, BuxWV 170 (Buxtehude, Dietrich)","Buxtehude, Dietrich","Canzona in G major, BuxWV 170",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzona_in_G_major%2C_BuxWV_170_%28Buxtehude%2C_Dietrich%29,1,4 Höger
"Canzona in G minor (Kerll, Johann Caspar)","Kerll, Johann Caspar",Canzona in G minor,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzona_in_G_minor_%28Kerll%2C_Johann_Caspar%29,1,2 Höger
"Canzona in G minor (Zipoli, Domenico)","Zipoli, Domenico",Canzona in G minor,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzona_in_G_minor_%28Zipoli%2C_Domenico%29,1,4 Höger
"Canzona in G minor, FbWV 302 (Froberger, Johann Jacob)","Froberger, Johann Jacob","Canzona in G minor, FbWV 302",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzona_in_G_minor%2C_FbWV_302_%28Froberger%2C_Johann_Jacob%29,1,4 Höger
"Canzona noni toni (Erbach, Christian)","Erbach, Christian",Canzona noni toni,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzona_noni_toni_%28Erbach%2C_Christian%29,1,2 Höger
"Canzona prima 'L'Alcinagina' (Bianciardi, Francesco)","Bianciardi, Francesco",Canzona prima 'L'Alcinagina',For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzona_prima_%27L%27Alcinagina%27_%28Bianciardi%2C_Francesco%29,1,2 Höger
"Canzona quarta, F 3.16 (Frescobaldi, Girolamo)","Frescobaldi, Girolamo","Canzona quarta, F 3.16",For guitar (arr),Solo,,https://imslp.org/wiki/Canzona_quarta%2C_F_3.16_%28Frescobaldi%2C_Girolamo%29,1,Beuming
"Canzona quinta 'La Scaramuccia' (Soderini, Agostino)","Soderini, Agostino",Canzona quinta 'La Scaramuccia',For 3 guitars (arr),Trio,,https://imslp.org/wiki/Canzona_quinta_%27La_Scaramuccia%27_%28Soderini%2C_Agostino%29,1,3 Höger
"Canzona sexti toni (Erbach, Christian)","Erbach, Christian",Canzona sexti toni,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzona_sexti_toni_%28Erbach%2C_Christian%29,1,2 Höger
"Canzone Francese Prima (Salvatore, Giovanni)","Salvatore, Giovanni",Canzone Francese Prima,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzone_Francese_Prima_%28Salvatore%2C_Giovanni%29,1,4 Höger
"Canzone Francese Seconda (Salvatore, Giovanni)","Salvatore, Giovanni",Canzone Francese Seconda,For 3 guitars (arr),Trio,Quartet,https://imslp.org/wiki/Canzone_Francese_Seconda_%28Salvatore%2C_Giovanni%29,2,4 Höger | 3 Höger
"Canzone Francese Terza (Salvatore, Giovanni)","Salvatore, Giovanni",Canzone Francese Terza,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzone_Francese_Terza_%28Salvatore%2C_Giovanni%29,1,4 Höger
"Canzone detta 'L'Albergona' (Diruta, Girolamo)","Diruta, Girolamo",Canzone detta 'L'Albergona',For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzone_detta_%27L%27Albergona%27_%28Diruta%2C_Girolamo%29,1,2 Höger
"Canzone detta la Capricciosa (Pellegrini, Vincenzo)","Pellegrini, Vincenzo",Canzone detta la Capricciosa,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzone_detta_la_Capricciosa_%28Pellegrini%2C_Vincenzo%29,1,2 Höger
"Canzone detta la Cassiodora (Pellegrini, Vincenzo)","Pellegrini, Vincenzo",Canzone detta la Cassiodora,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzone_detta_la_Cassiodora_%28Pellegrini%2C_Vincenzo%29,1,2 Höger
"Canzone detta la Nora (Pellegrini, Vincenzo)","Pellegrini, Vincenzo",Canzone detta la Nora,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzone_detta_la_Nora_%28Pellegrini%2C_Vincenzo%29,1,2 Höger
"Canzone detta la Serpentina (Pellegrini, Vincenzo)","Pellegrini, Vincenzo",Canzone detta la Serpentina,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzone_detta_la_Serpentina_%28Pellegrini%2C_Vincenzo%29,1,2 Höger
"Canzonetta in A minor, BuxWV 225 (Buxtehude, Dietrich)","Buxtehude, Dietrich","Canzonetta in A minor, BuxWV 225",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzonetta_in_A_minor%2C_BuxWV_225_%28Buxtehude%2C_Dietrich%29,1,2 Höger
"Canzonetta in C major, BuxWV 167 (Buxtehude, Dietrich)","Buxtehude, Dietrich","Canzonetta in C major, BuxWV 167",For 3 guitars (arr),Trio,,https://imslp.org/wiki/Canzonetta_in_C_major%2C_BuxWV_167_%28Buxtehude%2C_Dietrich%29,1,3 Höger
"Canzonetta in D minor, BuxWV 168 (Buxtehude, Dietrich)","Buxtehude, Dietrich","Canzonetta in D minor, BuxWV 168",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzonetta_in_D_minor%2C_BuxWV_168_%28Buxtehude%2C_Dietrich%29,1,4 Höger
"Canzonetta in E minor, BuxWV 169 (Buxtehude, Dietrich)","Buxtehude, Dietrich","Canzonetta in E minor, BuxWV 169",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzonetta_in_E_minor%2C_BuxWV_169_%28Buxtehude%2C_Dietrich%29,1,4 Höger
"Canzonetta in G major, BuxWV 171 (Buxtehude, Dietrich)","Buxtehude, Dietrich","Canzonetta in G major, BuxWV 171",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzonetta_in_G_major%2C_BuxWV_171_%28Buxtehude%2C_Dietrich%29,1,4 Höger
"Canzonetta in G minor, BuxWV 173 (Buxtehude, Dietrich)","Buxtehude, Dietrich","Canzonetta in G minor, BuxWV 173",For 3 guitars (arr),Trio,,https://imslp.org/wiki/Canzonetta_in_G_minor%2C_BuxWV_173_%28Buxtehude%2C_Dietrich%29,1,3 Höger
"Canzoni da sonar con ogni sorte d'istromenti (Picchi, Giovanni)","Picchi, Giovanni",Canzoni da sonar con ogni sorte d'istromenti,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Canzoni_da_sonar_con_ogni_sorte_d%27istromenti_%28Picchi%2C_Giovanni%29,2,8 Höger | 4 Höger
"Canzoni francese intavolate per sonar d'organo (Bertoldo, Sperindio)","Bertoldo, Sperindio",Canzoni francese intavolate per sonar d'organo,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Canzoni_francese_intavolate_per_sonar_d%27organo_%28Bertoldo%2C_Sperindio%29,1,2 Höger
"Cançó del lladre (Llobet, Miguel)","Llobet, Miguel",Cançó del lladre,For guitar (arr),Solo,,https://imslp.org/wiki/Can%C3%A7%C3%B3_del_lladre_%28Llobet%2C_Miguel%29,0,
"Capirola Lutebook (Capirola, Vincenzo)","Capirola, Vincenzo",Capirola Lutebook,For guitar (arr),Solo,,https://imslp.org/wiki/Capirola_Lutebook_%28Capirola%2C_Vincenzo%29,2,Beuming | Gürtler
"Capricci armonici sopra la chitarra spagnola, Op.1 (Roncalli, Lodovico)","Roncalli, Lodovico","Capricci armonici sopra la chitarra spagnola, Op.1",For guitar (arr),Solo,,https://imslp.org/wiki/Capricci_armonici_sopra_la_chitarra_spagnola%2C_Op.1_%28Roncalli%2C_Lodovico%29,5,Chilesotti | Burghausen | Albert | Manger | Marieh
"Capriccio 'La Loda' (Merula, Tarquinio)","Merula, Tarquinio",Capriccio 'La Loda',For 3 guitars (arr),Trio,,https://imslp.org/wiki/Capriccio_%27La_Loda%27_%28Merula%2C_Tarquinio%29,1,3 Höger
"Capriccio (Mertz, Johann Kaspar)","Mertz, Johann Kaspar",Capriccio,For guitar (arr),Solo,,https://imslp.org/wiki/Capriccio_%28Mertz%2C_Johann_Kaspar%29,1,Makaroff
"Capriccio (Weiss, Sylvius Leopold)","Weiss, Sylvius Leopold",Capriccio,For guitar (arr),Solo,,https://imslp.org/wiki/Capriccio_%28Weiss%2C_Sylvius_Leopold%29,1,Nesyba
"Capriccio No.2 for 3 Violins, Op.5 (Hermann, Friedrich)","Hermann, Friedrich","Capriccio No.2 for 3 Violins, Op.5",For 3 guitars (arr),Trio,,https://imslp.org/wiki/Capriccio_No.2_for_3_Violins%2C_Op.5_%28Hermann%2C_Friedrich%29,1,3 Höger
"Capriccio in G minor, HWV 483 (Handel, George Frideric)","Handel, George Frideric","Capriccio in G minor, HWV 483",For guitar (arr),Solo,Duo,https://imslp.org/wiki/Capriccio_in_G_minor%2C_HWV_483_%28Handel%2C_George_Frideric%29,2,2 Apke | Apke
"Capriccio sopra il cucu (Kerll, Johann Caspar)","Kerll, Johann Caspar",Capriccio sopra il cucu,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Capriccio_sopra_il_cucu_%28Kerll%2C_Johann_Caspar%29,1,2 Höger
"Capriccio sopra l'aria 'Or chè noi rimena' in partite, F 4.07 (Frescobaldi, Girolamo)","Frescobaldi, Girolamo","Capriccio sopra l'aria 'Or chè noi rimena' in partite, F 4.07",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Capriccio_sopra_l%27aria_%27Or_ch%C3%A8_noi_rimena%27_in_partite%2C_F_4.07_%28Frescobaldi%2C_Girolamo%29,1,4 Höger
"Capriccio sopra l'aria di Ruggiero, F 4.12 (Frescobaldi, Girolamo)","Frescobaldi, Girolamo","Capriccio sopra l'aria di Ruggiero, F 4.12",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Capriccio_sopra_l%27aria_di_Ruggiero%2C_F_4.12_%28Frescobaldi%2C_Girolamo%29,1,4 Höger
"Capriccio sopra la Bassa Flamenga, F 4.05 (Frescobaldi, Girolamo)","Frescobaldi, Girolamo","Capriccio sopra la Bassa Flamenga, F 4.05",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Capriccio_sopra_la_Bassa_Flamenga%2C_F_4.05_%28Frescobaldi%2C_Girolamo%29,1,4 Höger
"Capriccio sopra la Spagnoletta, F 4.06 (Frescobaldi, Girolamo)","Frescobaldi, Girolamo","Capriccio sopra la Spagnoletta, F 4.06",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Capriccio_sopra_la_Spagnoletta%2C_F_4.06_%28Frescobaldi%2C_Girolamo%29,1,4 Höger
"Capricho árabe (Tárrega, Francisco)","Tárrega, Francisco",Capricho árabe,For guitar (arr),Solo,,https://imslp.org/wiki/Capricho_%C3%A1rabe_%28T%C3%A1rrega%2C_Francisco%29,1,Olson
"Captain Humes Poeticall Musicke (Hume, Tobias)","Hume, Tobias",Captain Humes Poeticall Musicke,For 3 guitars (arr),Trio,,https://imslp.org/wiki/Captain_Humes_Poeticall_Musicke_%28Hume%2C_Tobias%29,1,3 Höger
"Captain Shepherd's Quick Step (Grafulla, Claudio S.)","Grafulla, Claudio S.",Captain Shepherd's Quick Step,For guitar (arr),Solo,,https://imslp.org/wiki/Captain_Shepherd%27s_Quick_Step_%28Grafulla%2C_Claudio_S.%29,1,Pique
"Carmen (Bizet, Georges)","Bizet, Georges",Carmen,For guitar (arr),Solo,,https://imslp.org/wiki/Carmen_%28Bizet%2C_Georges%29,2,Mourey | Santisteban
"Carol of the Bells (Leontovych, Mykola)","Leontovych, Mykola",Carol of the Bells,For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Carol_of_the_Bells_%28Leontovych%2C_Mykola%29,1,4 Shorter
"Carolan's Draught (Carolan, Turlough)","Carolan, Turlough",Carolan's Draught,For guitar (arr),Solo,,https://imslp.org/wiki/Carolan%27s_Draught_%28Carolan%2C_Turlough%29,1,Marieh
"Carry Me Back to Old Virginny (Bland, James A.)","Bland, James A.",Carry Me Back to Old Virginny,For guitar (arr),Solo,,https://imslp.org/wiki/Carry_Me_Back_to_Old_Virginny_%28Bland%2C_James_A.%29,1,6 Stanley
"Carry Me Home to Tennessee (Converse, Charles Crozat)","Converse, Charles Crozat",Carry Me Home to Tennessee,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Carry_Me_Home_to_Tennessee_%28Converse%2C_Charles_Crozat%29,0,
"Cavalleria rusticana (Mascagni, Pietro)","Mascagni, Pietro",Cavalleria rusticana,For guitar (arr),Solo,,https://imslp.org/wiki/Cavalleria_rusticana_%28Mascagni%2C_Pietro%29,2,Tárrega | Aiba
"Ce n'est pas (La Rue, Pierre de)","La Rue, Pierre de",Ce n'est pas,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Ce_n%27est_pas_%28La_Rue%2C_Pierre_de%29,1,2 Höger
"Ce que j'aime le mieux (Grisar, Albert)","Grisar, Albert",Ce que j'aime le mieux,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Ce_que_j%27aime_le_mieux_%28Grisar%2C_Albert%29,0,
"Cello Quartet, Op.6 (Werner, Josef)","Werner, Josef","Cello Quartet, Op.6",For 4 guitars (arr),Quartet,,https://imslp.org/wiki/Cello_Quartet%2C_Op.6_%28Werner%2C_Josef%29,1,4 Höger
"Cello Sonata in A minor, RV 43 (Vivaldi, Antonio)","Vivaldi, Antonio","Cello Sonata in A minor, RV 43",For guitar (arr),Solo,,https://imslp.org/wiki/Cello_Sonata_in_A_minor%2C_RV_43_%28Vivaldi%2C_Antonio%29,1,Grayson
"Cello Sonata in A minor, RV 44 (Vivaldi, Antonio)","Vivaldi, Antonio","Cello Sonata in A minor, RV 44",For guitar (arr),Solo,,https://imslp.org/wiki/Cello_Sonata_in_A_minor%2C_RV_44_%28Vivaldi%2C_Antonio%29,1,Grayson
"Cello Sonata in B-flat major, RV 47 (Vivaldi, Antonio)","Vivaldi, Antonio","Cello Sonata in B-flat major, RV 47",For guitar (arr),Solo,,https://imslp.org/wiki/Cello_Sonata_in_B-flat_major%2C_RV_47_%28Vivaldi%2C_Antonio%29,1,Grayson
"Cello Sonata in E minor, RV 40 (Vivaldi, Antonio)","Vivaldi, Antonio","Cello Sonata in E minor, RV 40",For guitar (arr),Solo,,https://imslp.org/wiki/Cello_Sonata_in_E_minor%2C_RV_40_%28Vivaldi%2C_Antonio%29,1,Grayson
"Cello Sonata in E-flat major, RV 39 (Vivaldi, Antonio)","Vivaldi, Antonio","Cello Sonata in E-flat major, RV 39",For guitar (arr),Solo,,https://imslp.org/wiki/Cello_Sonata_in_E-flat_major%2C_RV_39_%28Vivaldi%2C_Antonio%29,1,Grayson
"Cello Sonata in F major, RV 41 (Vivaldi, Antonio)","Vivaldi, Antonio","Cello Sonata in F major, RV 41",For guitar (arr),Solo,,https://imslp.org/wiki/Cello_Sonata_in_F_major%2C_RV_41_%28Vivaldi%2C_Antonio%29,1,Grayson
"Cello Sonata in G minor, RV 42 (Vivaldi, Antonio)","Vivaldi, Antonio","Cello Sonata in G minor, RV 42",For guitar (arr),Solo,,https://imslp.org/wiki/Cello_Sonata_in_G_minor%2C_RV_42_%28Vivaldi%2C_Antonio%29,0,
"Cello Sonata, TWV 41:D6 (Telemann, Georg Philipp)","Telemann, Georg Philipp","Cello Sonata, TWV 41:D6",For guitar (arr),Solo,,https://imslp.org/wiki/Cello_Sonata%2C_TWV_41%3AD6_%28Telemann%2C_Georg_Philipp%29,1,Alink
"Cello Suite No.1 in G major, BWV 1007 (Bach, Johann Sebastian)","Bach, Johann Sebastian","Cello Suite No.1 in G major, BWV 1007",For guitar (arr),Solo,,https://imslp.org/wiki/Cello_Suite_No.1_in_G_major%2C_BWV_1007_%28Bach%2C_Johann_Sebastian%29,5,Tavares | Reyne | Dada | Shorter | Gazoni
"Cello Suite No.2 in D minor, BWV 1008 (Bach, Johann Sebastian)","Bach, Johann Sebastian","Cello Suite No.2 in D minor, BWV 1008",For guitar (arr),Solo,,https://imslp.org/wiki/Cello_Suite_No.2_in_D_minor%2C_BWV_1008_%28Bach%2C_Johann_Sebastian%29,1,Manger
"Cello Suite No.3 in C major, BWV 1009 (Bach, Johann Sebastian)","Bach, Johann Sebastian","Cello Suite No.3 in C major, BWV 1009",For guitar (arr),Solo,,https://imslp.org/wiki/Cello_Suite_No.3_in_C_major%2C_BWV_1009_%28Bach%2C_Johann_Sebastian%29,2,Manger | Tárrega
"Cello Suite No.4 in E-flat major, BWV 1010 (Bach, Johann Sebastian)","Bach, Johann Sebastian","Cello Suite No.4 in E-flat major, BWV 1010",For guitar (arr),Solo,,https://imslp.org/wiki/Cello_Suite_No.4_in_E-flat_major%2C_BWV_1010_%28Bach%2C_Johann_Sebastian%29,2,Llobet | Manger
"Cello Suite No.6 in D major, BWV 1012 (Bach, Johann Sebastian)","Bach, Johann Sebastian","Cello Suite No.6 in D major, BWV 1012",For guitar (arr),Solo,,https://imslp.org/wiki/Cello_Suite_No.6_in_D_major%2C_BWV_1012_%28Bach%2C_Johann_Sebastian%29,2,Kuokkanen | Nesyba
"Cendrillon (Isouard, Nicolo)","Isouard, Nicolo",Cendrillon,For guitar (arr),Solo,Guitar and Piano,https://imslp.org/wiki/Cendrillon_%28Isouard%2C_Nicolo%29,1,Huber
"Cephale (Gaultier, Denis)","Gaultier, Denis",Cephale,For guitar (arr),Solo,,https://imslp.org/wiki/Cephale_%28Gaultier%2C_Denis%29,1,Hokin
"Ch'amor sio nudo (Caccini, Francesca)","Caccini, Francesca",Ch'amor sio nudo,"For voice, guitar (arr)",Guitar and Voice,,https://imslp.org/wiki/Ch%27amor_sio_nudo_%28Caccini%2C_Francesca%29,0,
"Ch'i' t'ami (Casentini, Marsilio)","Casentini, Marsilio",Ch'i' t'ami,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Ch%27i%27_t%27ami_%28Casentini%2C_Marsilio%29,1,2 Höger
"Ch'io perdessi la mia pace (Sapienza Jr., Antonio)","Sapienza Jr., Antonio",Ch'io perdessi la mia pace,For guitar (arr),Solo,,https://imslp.org/wiki/Ch%27io_perdessi_la_mia_pace_%28Sapienza_Jr.%2C_Antonio%29,1,Schultz
"Chacona (Sanz, Gaspar)","Sanz, Gaspar",Chacona,For guitar (arr),Solo,,https://imslp.org/wiki/Chacona_%28Sanz%2C_Gaspar%29,1,Apke
"Chaconne (Hurel, Charles)","Hurel, Charles",Chaconne,For guitar (arr),Solo,,https://imslp.org/wiki/Chaconne_%28Hurel%2C_Charles%29,1,Hokin
"Chaconne and Fugue in D minor, BWV 1178 (Bach, Johann Sebastian)","Bach, Johann Sebastian","Chaconne and Fugue in D minor, BWV 1178",For guitar (arr),Solo,,https://imslp.org/wiki/Chaconne_and_Fugue_in_D_minor%2C_BWV_1178_%28Bach%2C_Johann_Sebastian%29,1,Montag
"Chaconne in A minor (Aubert, Jacques)","Aubert, Jacques",Chaconne in A minor,For 2 guitars (arr),Duo,,https://imslp.org/wiki/Chaconne_in_A_minor_%28Aubert%2C_Jacques%29,1,2 Höger
"Chaconne in A minor, R 9.05 (Visée, Robert de)","Visée, Robert de","Chaconne in A minor, R 9.05",For guitar (arr),Solo,,https://imslp.org/wiki/Chaconne_in_A_minor%2C_R_9.05_%28Vis%C3%A9e%2C_Robert_de%29,2,Theodoro | Hokin
"Chaconne in B-flat major (Campion, François)","Campion, François",Chaconne in B-flat major,For guitar (arr),Solo,,https://imslp.org/wiki/Chaconne_in_B-flat_major_%28Campion%2C_Fran%C3%A7ois%29,1,Smirnow
"Chaconne in C major (Martín y Coll, Antonio)","Martín y Coll, Antonio",Chaconne in C major,For guitar (arr),Solo,,https://imslp.org/wiki/Chaconne_in_C_major_%28Mart%C3%ADn_y_Coll%2C_Antonio%29,1,Hokin
"Chaconne in D major (Marais, Marin)","Marais, Marin",Chaconne in D major,For guitar (arr),Solo,,https://imslp.org/wiki/Chaconne_in_D_major_%28Marais%2C_Marin%29,1,Hokin
"Chaconne in E minor, BuxWV 160 (Buxtehude, Dietrich)","Buxtehude, Dietrich","Chaconne in E minor, BuxWV 160",For guitar (arr),Solo,,https://imslp.org/wiki/Chaconne_in_E_minor%2C_BuxWV_160_%28Buxtehude%2C_Dietrich%29,1,Beuming
"Chaconne in F major, P.42 (Pachelbel, Johann)","Pachelbel, Johann","Chaconne in F major, P.42",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Chaconne_in_F_major%2C_P.42_%28Pachelbel%2C_Johann%29,1,2 Höger
"Chaconne in G major, HWV 435 (Handel, George Frideric)","Handel, George Frideric","Chaconne in G major, HWV 435",For 2 guitars (arr),Duo,,https://imslp.org/wiki/Chaconne_in_G_major%2C_HWV_435_%28Handel%2C_George_Frideric%29,1,2 Kuokkanen
"Chaconne in G major, R 9.04 (Visée, Robert de)","Visée, Robert de","Chaconne in G major, R 9.04",For guitar (arr),Solo,,https://imslp.org/wiki/Chaconne_in_G_major%2C_R_9.04_%28Vis%C3%A9e%2C_Robert_de%29,1,Hokin
"Chaconne in G major, R 9.07 (Visée, Robert de)","Visée, Robert de","Chaconne in G major, R 9.07",For guitar (arr),Solo,,https://imslp.org/wiki/Chaconne_in_G_major%2C_R_9.07_%28Vis%C3%A9e%2C_Robert_de%29,1,Hokin
"Chaconne in G minor (Saint-Luc, Laurent de)","Saint-Luc, Laurent de",Chaconne in G minor,For guitar (arr),Solo,,https://imslp.org/wiki/Chaconne_in_G_minor_%28Saint-Luc%2C_Laurent_de%29,1,Hokin
"Chaconne in G minor, R 9.07 suppl. (Visée, Robert de)","Visée, Robert de","Chaconne in G minor, R 9.07 suppl.",For guitar (arr),Solo,,https://imslp.org/wiki/Chaconne_in_G_minor%2C_R_9.07_suppl._%28Vis%C3%A9e%2C_Robert_de%29,1,Hokin
"Chaconne, GB-HAB2, p.30 (Ginter, Adam Franz)","Ginter, Adam Franz","Chaconne, GB-HAB2, p.30",For guitar (arr),Solo,,https://imslp.org/wiki/Chaconne%2C_GB-HAB2%2C_p.30_%28Ginter%2C_Adam_Franz%29,1,Apke
"Chamaa (Mourey, Colette)","Mourey, Colette",Chamaa,For guitar (arr),Solo,,https://imslp.org/wiki/Chamaa_%28Mourey%2C_Colette%29,1,Mourey
